X	Y	Z	_ID	_UID	_NAME	_SURVEY	_SURFACE	_FIXED	_ENTRANCE	_CONTINUA_	_COMMENT
468749	4428616	2	"2410"	"2410"	ENT_205001	205.UltimaPatagonia	"1"	"1"	"0"	"0"	AbriCotier
469246	4429044	183	"2411"	"2411"	ENT_205002	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472569	4429495	270	"2412"	"2412"	ENT_205003	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472991	4429200	250	"2413"	"2413"	ENT_205004	205.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteDesDents
472888	4429344	233	"2414"	"2414"	ENT_205005	205.UltimaPatagonia	"1"	"1"	"0"	"0"	SumideroJuanito
472675	4429462	245	"2415"	"2415"	ENT_205006	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472620	4429466	237	"2416"	"2416"	ENT_205007	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472373	4429958	300	"2417"	"2417"	ENT_205008	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472414	4429499	281	"2418"	"2418"	ENT_205009	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472798	4429403	260	"2419"	"2419"	ENT_205010	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472768	4429435	265	"2420"	"2420"	ENT_205011	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472890	4429492	294	"2421"	"2421"	ENT_205012	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472672	4429457	249	"2422"	"2422"	ENT_205013	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471557	4429685	399	"2423"	"2423"	ENT_205014	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472343	4429312	309	"2424"	"2424"	ENT_205015	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471527	4429604	415	"2425"	"2425"	ENT_205016	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471546	4429667	407	"2426"	"2426"	ENT_205017	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471601	4429940	413	"2427"	"2427"	ENT_205018	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471184	4431010	275	"2428"	"2428"	ENT_205019	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472620	4429463	249	"2429"	"2429"	ENT_205020	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
474306	4431894	207	"2430"	"2430"	ENT_205021	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
474215	4431943	230	"2431"	"2431"	ENT_205022	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
474413	4431894	191	"2432"	"2432"	ENT_205023	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
474282	4432118	190	"2433"	"2433"	ENT_205024	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
474109	4432134	200	"2434"	"2434"	ENT_205025	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
474488	4432062	170	"2435"	"2435"	ENT_205026	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
470380	4431713	1	"2436"	"2436"	ENT_205027	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
470163	4431420	2	"2437"	"2437"	ENT_205028	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
470109	4431220	28	"2438"	"2438"	ENT_205029	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471491	4431944	20	"2439"	"2439"	ENT_205030	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471572	4429671	357	"2440"	"2440"	ENT_205031	205.UltimaPatagonia	"1"	"1"	"0"	"0"	Grotte de l'Audeline
472373	4429958	301	"2441"	"2441"	ENT_205032	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472620	4429466	237	"2442"	"2442"	ENT_205033	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
472414	4429499	281	"2443"	"2443"	ENT_205034	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471623	4430070	388	"2444"	"2444"	ENT_205035	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471645	4430061	360	"2445"	"2445"	ENT_205036	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
471621	4429939	423	"2446"	"2446"	ENT_205037	205.UltimaPatagonia	"1"	"1"	"0"	"0"	
467673	4428748	6	"2447"	"2447"	ENT_205038	205.UltimaPatagonia	"1"	"1"	"0"	"0"	Porche de la Baleine
475063	4426287	629	"2464"	"2870"	PDC16	PozoDelContacto.206.UltimaPatagonia	"0"	"0"	"1"	"0"	PozoDelContacto
475550	4427985	360	"2465"	"2875"	PM0	PerteDuMoral.206.UltimaPatagonia	"0"	"0"	"1"	"0"	PerteDuMoral
474992	4427009	519	"2475"	"2876"	P80_0	P85Camp400.206.UltimaPatagonia	"0"	"0"	"1"	"0"	P85Camp400
475017	4427584	380	"2483"	"2877"	ZI1	CuevaComete.206.UltimaPatagonia	"0"	"0"	"1"	"0"	CuevaComete
474462	4423274	120	"2523"	"2882"	RI31	PerteDeLaRiviere.206.UltimaPatagonia	"0"	"0"	"1"	"0"	PerteDeLaRiviere
474946	4424727	340	"2541"	"2883"	gd2a1	Passoire.206.UltimaPatagonia	"0"	"0"	"1"	"0"	Passoire
474990	4425248	437	"2569"	"2884"	GP01_1.0	GouffrePetitCreux.206.UltimaPatagonia	"0"	"0"	"1"	"0"	Gouffre du Petit Creux
473872	4428412	140	"2616"	"2885"	"100"	PerteDuTemps.206.UltimaPatagonia	"0"	"0"	"1"	"0"	Perte Du Temps
476883	4424327	0	"2843"	"2843"	ENT_206001	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Cueva Ayayema
476461	4423410	0	"2844"	"2844"	ENT_206002	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Grotte du Dyke
475043	4425186	433	"2845"	"2845"	ENT_206003	206.UltimaPatagonia	"1"	"1"	"0"	"0"	JJP0
475107	4425112	429	"2846"	"2846"	ENT_206004	206.UltimaPatagonia	"1"	"1"	"0"	"0"	JJP1
475175	4425192	444	"2847"	"2847"	ENT_206005	206.UltimaPatagonia	"1"	"1"	"0"	"0"	JJP2
475069	4425245	452	"2848"	"2848"	ENT_206006	206.UltimaPatagonia	"1"	"1"	"0"	"0"	JJP3
475140	4424860	358	"2849"	"2849"	ENT_206007	206.UltimaPatagonia	"1"	"1"	"0"	"0"	JJP8
474961	4425621	457	"2850"	"2850"	ENT_206008	206.UltimaPatagonia	"1"	"1"	"0"	"0"	UL04
474841	4425409	373	"2851"	"2851"	ENT_206009	206.UltimaPatagonia	"1"	"1"	"0"	"0"	UL07A
474836	4425367	380	"2852"	"2852"	ENT_206010	206.UltimaPatagonia	"1"	"1"	"0"	"0"	UL07B
474969	4425554	455	"2853"	"2853"	ENT_206011	206.UltimaPatagonia	"1"	"1"	"0"	"0"	UL05
474969	4424637	338	"2854"	"2854"	ENT_206012	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Point32
474998	4424705	335	"2855"	"2855"	ENT_206013	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Point30
474477	4423817	365	"2856"	"2856"	ENT_206014	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Point001
474952	4424624	334	"2857"	"2857"	ENT_206015	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Point31
475187	4426380	669	"2858"	"2858"	ENT_206016	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS01
475255	4426406	691	"2859"	"2859"	ENT_206017	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS02
475361	4426071	679	"2860"	"2860"	ENT_206018	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS03
475208	4426189	635	"2861"	"2861"	ENT_206019	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS04
475205	4426209	632	"2862"	"2862"	ENT_206020	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS05
475202	4426174	618	"2863"	"2863"	ENT_206021	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS06
475202	4426174	618	"2864"	"2864"	ENT_206022	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS07
475218	4426185	628	"2865"	"2865"	ENT_206023	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GSLS08
474458	4427709	214	"2866"	"2866"	ENT_206024	206.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteNothofagusBaobab
475373.0	1314650.04	759	"2867"	"2867"	ENT_206025	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Glaciaire760
475365	4426421	745	"2868"	"2868"	ENT_206026	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GrotteSousLaGlaciaire
475063	4426287	600	"2869"	"2869"	ENT_206027	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GrotteCamp600
475063	4426287	629	"2870"	"2870"	ENT_206028	206.UltimaPatagonia	"1"	"1"	"0"	"0"	PozoDelContacto
475118	4426181	621	"2871"	"2871"	ENT_206029	206.UltimaPatagonia	"1"	"1"	"0"	"0"	UL02
475065	4426047	584	"2872"	"2872"	ENT_206030	206.UltimaPatagonia	"1"	"1"	"0"	"0"	UL03
474466	4425996	120	"2873"	"2873"	ENT_206031	206.UltimaPatagonia	"1"	"1"	"0"	"0"	AJPP01AB
475106	4425962	579	"2874"	"2874"	ENT_206032	206.UltimaPatagonia	"1"	"1"	"0"	"0"	AJPP02
475550	4427985	360	"2875"	"2875"	ENT_206033	206.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteDuMoral
474992	4427009	519	"2876"	"2876"	ENT_206034	206.UltimaPatagonia	"1"	"1"	"0"	"0"	P85Camp400
475017	4427584	380	"2877"	"2877"	ENT_206035	206.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaComete
474963	4427404	398	"2878"	"2878"	ENT_206036	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Cueva17
475017	4427584	380	"2879"	"2879"	ENT_206037	206.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaPauseSac
474946	4427389	396	"2880"	"2880"	ENT_206038	206.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaDalle
474982	4427513	382	"2881"	"2881"	ENT_206039	206.UltimaPatagonia	"1"	"1"	"0"	"0"	BigPits
474462	4423274	120	"2882"	"2882"	ENT_206040	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Perte de la Riviere
474946	4424727	340	"2883"	"2883"	ENT_206041	206.UltimaPatagonia	"1"	"1"	"0"	"0"	Passoire
474990	4425248	437	"2884"	"2884"	ENT_206042	206.UltimaPatagonia	"1"	"1"	"0"	"0"	GouffrePetitCreux
473872	4428412	140	"2885"	"2885"	ENT_206043	206.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteDuTemps
479379	4428572	141	"2896"	"2941"	PC10	SystemeCondors.207.UltimaPatagonia	"0"	"0"	"1"	"0"	SystemeCondors
479667.74	4427696.0	0	"2916"	"2942"	"0"	ResurgenceLobos.207.UltimaPatagonia	"0"	"0"	"1"	"0"	R̩surgence des Lobos
479379	4428572	141	"2941"	"2941"	ENT_207001	207.UltimaPatagonia	"1"	"1"	"0"	"0"	SystemeCondors
479667.74	4427696.0	0	"2942"	"2942"	ENT_207002	207.UltimaPatagonia	"1"	"1"	"0"	"0"	Resurgence Des Lobos
468779	4427269	80	"2956"	"2957"	"9"	Cueva10H10.208.UltimaPatagonia	"0"	"0"	"1"	"0"	Cueva 10H10
468779	4427269	80	"2957"	"2957"	ENT_208001	208.UltimaPatagonia	"1"	"1"	"0"	"0"	Cueva1OH1O
468617	4427344	40	"2958"	"2958"	ENT_208002	208.UltimaPatagonia	"1"	"1"	"0"	"0"	
468950	4428050	20	"2959"	"2959"	ENT_208003	208.UltimaPatagonia	"1"	"1"	"0"	"0"	
470687	4426335	559	"2960"	"2960"	ENT_208004	208.UltimaPatagonia	"1"	"1"	"0"	"0"	
470676	4426340	561	"2961"	"2961"	ENT_208005	208.UltimaPatagonia	"1"	"1"	"0"	"0"	
473616	4425884	215	"3049"	"3516"	E1	PleinCintre.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Perte du Plein Cintre
472922	4425932	436	"3065"	"3517"	"0"	EmergenceBarillet.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Emergence du Barillet
471328	4422992	3	"3081"	"3521"	"0"	ResurgencePlage.209.UltimaPatagonia	"0"	"0"	"1"	"0"	R̩surgence de la Plage
473527	4428264	195	"3137"	"3522"	"6"	GrotteEvier.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Grotte Evier
472980	4428693	154	"3148"	"3524"	"10"	LosGringos.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Cueva los Gringos
473050	4425902	445	"3149"	"3526"	GD-d	GouffreDeLaDetente.209.UltimaPatagonia	"0"	"0"	"1"	"0"	GouffreDeLaDetente
470997	4424711	380	"3348"	"3555"	PL11	PozoAlRato.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Pozo Al Rato (Later On)
471314	4425650	386	"3362"	"3556"	PLC8	PozoDeLosCinquetenos.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Pozo De Los Cinquetenos
473117	4426008	444	"3368"	"3569"	"5"	CuevaTorseOublie.209.UltimaPatagonia	"0"	"0"	"1"	"0"	Cueva du Torse Oubli̩
473093	4426314	452	"3405"	"3574"	"1.310000"	PerteDesSabliers.209.UltimaPatagonia	"0"	"0"	"1"	"0"	PerteDesSabliers
473616	4425884	215	"3516"	"3516"	ENT_209001	209.UltimaPatagonia	"1"	"1"	"0"	"0"	Grotte du Plein Cintre
472922	4425932	436	"3517"	"3517"	ENT_209002	209.UltimaPatagonia	"1"	"1"	"0"	"0"	Emergence du Barillet
473027	4425922	428	"3518"	"3518"	ENT_209003	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
473027	4425450	334	"3519"	"3519"	ENT_209004	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
473067	4425846	422	"3520"	"3520"	ENT_209005	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471328	4422992	3	"3521"	"3521"	ENT_209006	209.UltimaPatagonia	"1"	"1"	"0"	"0"	ResurgencePlage
473527	4428264	195	"3522"	"3522"	ENT_209007	209.UltimaPatagonia	"1"	"1"	"0"	"0"	GrotteEvier
473372	4427993	200	"3523"	"3523"	ENT_209008	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
472980	4428693	154	"3524"	"3524"	ENT_209009	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
473125	4428203	250	"3525"	"3525"	ENT_209010	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
473050	4425902	445	"3526"	"3526"	ENT_209011	209.UltimaPatagonia	"1"	"1"	"0"	"0"	GouffreDeLaDetente
473026	4425860	450	"3527"	"3527"	ENT_209012	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
473542	4426174	357	"3528"	"3528"	ENT_209013	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
470653	4425395	505	"3529"	"3529"	ENT_209014	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471149	4425341	412	"3530"	"3530"	ENT_209015	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
470988	4425143	0	"3531"	"3531"	ENT_209016	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471051	4425241	428	"3532"	"3532"	ENT_209017	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471314	4425512	0	"3533"	"3533"	ENT_209018	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471049	4425081	413	"3534"	"3534"	ENT_209019	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
470677	4425348	0	"3535"	"3535"	ENT_209020	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471014	4425120	0	"3536"	"3536"	ENT_209021	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471157	4425311	418	"3537"	"3537"	ENT_209022	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471349	4425470	0	"3538"	"3538"	ENT_209023	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471052	4425189	428	"3539"	"3539"	ENT_209024	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471078	4425341	451	"3540"	"3540"	ENT_209025	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471817	4424205	434	"3541"	"3541"	ENT_209026	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471827	4424273	433	"3542"	"3542"	ENT_209027	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471576	4424536	414	"3543"	"3543"	ENT_209028	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471504	4425157	359	"3544"	"3544"	ENT_209029	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471073	4425289	433	"3545"	"3545"	ENT_209030	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471511	4425318	347	"3546"	"3546"	ENT_209031	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471002	4425391	466	"3547"	"3547"	ENT_209032	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
471288	4425378	370	"3548"	"3548"	ENT_209033	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteCoipo
473653	4425395	512	"3549"	"3549"	ENT_209034	209.UltimaPatagonia	"1"	"1"	"0"	"0"	Trou du Kit
470677	4425348	0	"3550"	"3550"	ENT_209035	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CHIL
471001	4424711	351	"3551"	"3551"	ENT_209036	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaSorryTopo
470986	4424781	393	"3552"	"3552"	ENT_209037	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaDeLaDer
471262	4425085	405	"3553"	"3553"	ENT_209038	209.UltimaPatagonia	"1"	"1"	"0"	"0"	TrouPresDuCamp
471238	4424660	368	"3554"	"3554"	ENT_209039	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaP03
470997	4424711	380	"3555"	"3555"	ENT_209040	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PozolAlRato
471314	4425650	386	"3556"	"3556"	ENT_209041	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PozoDeLosCinquetenos
470993	4424746	388	"3557"	"3557"	ENT_209042	209.UltimaPatagonia	"1"	"1"	"0"	"0"	SoloNoSpit
471486	4424551	364	"3558"	"3558"	ENT_209043	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaVersLeBoutDuMonde
471388	4424669	392	"3559"	"3559"	ENT_209044	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaSalle
473067	4426206	486	"3560"	"3560"	CampRobertoEst	209.UltimaPatagonia	"1"	"1"	"0"	"0"	
472851	4426016	578	"3561"	"3561"	ENT_209045	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteLesJumeaux
472846	4425985	583	"3562"	"3562"	ENT_209046	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PuitsRBE01
472795	4425923	594	"3563"	"3563"	ENT_209047	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PuitsRBE02
472783	4425894	609	"3564"	"3564"	ENT_209048	209.UltimaPatagonia	"1"	"1"	"0"	"0"	SorryP20
472772	4425818	588	"3565"	"3565"	ENT_209049	209.UltimaPatagonia	"1"	"1"	"0"	"0"	SorryP15
472828	4425970	592	"3566"	"3566"	ENT_209050	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PuitsRBE03
472733	4425773	599	"3567"	"3567"	ENT_209051	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PuitsRBE04
472721	4425717	573	"3568"	"3568"	ENT_209052	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PuitsRBE05
473117	4426008	444	"3569"	"3569"	ENT_209053	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaTorseOublie
472926	4426115	548	"3570"	"3570"	ENT_209054	209.UltimaPatagonia	"1"	"1"	"0"	"0"	CuevaDeLosTres
473111	4426060	463	"3571"	"3571"	ENT_209055	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PozoSinNombre
472712	4426041	673	"3572"	"3572"	ENT_209056	209.UltimaPatagonia	"1"	"1"	"0"	"0"	LeTube
473106	4426027	449	"3573"	"3573"	ENT_209057	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PozoDelGPSVolando
473093	4426314	452	"3574"	"3574"	ENT_209058	209.UltimaPatagonia	"1"	"1"	"0"	"0"	PerteDesSabliers
482476	4427291	0	"3575"	"3584"	FS0	ResurgenceFinDeSeno.210.UltimaPatagonia	"0"	"0"	"1"	"0"	R̩surgence Fin De Seno
482476	4427291	0	"3584"	"3584"	ENT_210001	210.UltimaPatagonia	"1"	"1"	"0"	"0"	ResurgeneFinDelSeno
469393.43	4421479.5	431.45	"3607"	"3607"	10'	AbrigoDelViento.211.UltimaPatagonia	"0"	"0"	"1"	"0"	AbrigoDelViento
469510	4421914	191	"3649"	"3832"	E	SumideroPiquante.211.UltimaPatagonia	"0"	"0"	"1"	"0"	SumideroPiquante
470302	4421526	73	"3746"	"3833"	"4"	GouffreAguilucho.211.UltimaPatagonia	"0"	"0"	"1"	"0"	Gouffre d'Aguilucho
470298	4421336	10	"3768"	"3834"	"0"	ExsurgencePicaflor.211.UltimaPatagonia	"0"	"0"	"1"	"0"	<lang:fr>Exsurgence Picaflor<lang:es>Exsurgencia Picaflor
470940	4420800	30	"3783"	"3835"	"0"	PorcheDeLImpatience.211.UltimaPatagonia	"0"	"0"	"1"	"0"	Porche De L'Impatience
469809	4422763	298	"3794"	"3844"	"5"	GouffreDesMousquetaires.211.UltimaPatagonia	"0"	"0"	"1"	"0"	Gouffre Des Mousquetaires
469947.49	4422845.77	301.58	"3795"	"3795"	"0"	GouffreArche.211.UltimaPatagonia	"0"	"0"	"1"	"0"	Gouffre de l'Arche
468214	4423045	339	"3805"	"3849"	"0"	GrotteMarion.211.UltimaPatagonia	"0"	"0"	"1"	"0"	GrotteMarion
469499	4422846	384	"3825"	"3850"	"9"	MeandreDesSables.211.UltimaPatagonia	"0"	"0"	"1"	"0"	M̩andre Des Sables
467933	4422916	353	"3826"	"3853"	"0"	AvenDeLaTraverse.211.UltimaPatagonia	"0"	"0"	"1"	"0"	Aven De La Traverse
469367	4421504	407	"3831"	"3831"	ENT_211001	211.UltimaPatagonia	"1"	"1"	"0"	"0"	AbrigoDelViento
469510	4421914	191	"3832"	"3832"	ENT_211002	211.UltimaPatagonia	"1"	"1"	"0"	"0"	SumideroPiquante
470302	4421526	73	"3833"	"3833"	ENT_211003	211.UltimaPatagonia	"1"	"1"	"0"	"0"	Gouffre d'Aguilucho
470298	4421336	10	"3834"	"3834"	ENT_211004	211.UltimaPatagonia	"1"	"1"	"0"	"0"	Exsurgence Picaflor
470940	4420800	30	"3835"	"3835"	ENT_211005	211.UltimaPatagonia	"1"	"1"	"0"	"0"	PorcheDeLImpatience
469700	4421477	348	"3836"	"3836"	ENT_211006	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470451	4422187	192	"3837"	"3837"	ENT_211007	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469167	4420570	461	"3838"	"3838"	ENT_211008	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470593	4421961	71	"3839"	"3839"	ENT_211009	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469430	4420543	536	"3840"	"3840"	ENT_211010	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469163	4421761	310	"3841"	"3841"	ENT_211011	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468326	4422439	360	"3842"	"3842"	ENT_211012	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469283	4422857	392	"3843"	"3843"	ENT_211013	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469809	4422763	298	"3844"	"3844"	ENT_211014	211.UltimaPatagonia	"1"	"1"	"0"	"0"	Gouffre des Mousquetaires
469950	4422849	310	"3845"	"3845"	ENT_211015	211.UltimaPatagonia	"1"	"1"	"0"	"0"	Gouffre de l'Arche
469828	4422922	332	"3846"	"3846"	ENT_211016	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469300	4422855	322	"3847"	"3847"	ENT_211017	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469869	4422885	328	"3848"	"3848"	ENT_211018	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468214	4423045	339	"3849"	"3849"	ENT_211019	211.UltimaPatagonia	"1"	"1"	"0"	"0"	Grotte Marion
469499	4422846	384	"3850"	"3850"	ENT_211020	211.UltimaPatagonia	"1"	"1"	"0"	"0"	M̩andre des Sables
468835	4422513	364	"3851"	"3851"	ENT_211021	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470151	4422766	352	"3852"	"3852"	ENT_211022	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
467933	4422916	353	"3853"	"3853"	ENT_211023	211.UltimaPatagonia	"1"	"1"	"0"	"0"	AvenDeLaTraverse
468873	4422340	354	"3854"	"3854"	ENT_211024	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469520	4422874	291	"3855"	"3855"	ENT_211025	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468705	4422852	364	"3856"	"3856"	ENT_211026	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469418	4422796	294	"3857"	"3857"	ENT_211027	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469283	4422170	403	"3858"	"3858"	ENT_211028	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469741	4422253	432	"3859"	"3859"	ENT_211029	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468572	4422366	365	"3860"	"3860"	ENT_211030	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468805	4422367	374	"3861"	"3861"	ENT_211031	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470582	4422455	581	"3862"	"3862"	ENT_211032	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468379	4422465	357	"3863"	"3863"	ENT_211033	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470236	4422475	309	"3864"	"3864"	ENT_211034	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468258	4422538	415	"3865"	"3865"	ENT_211035	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470178	4422545	303	"3866"	"3866"	ENT_211036	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
470197	4422588	288	"3867"	"3867"	ENT_211037	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468322	4422615	389	"3868"	"3868"	ENT_211038	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469821	4422749	298	"3869"	"3869"	ENT_211039	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469656	4422828	287	"3870"	"3870"	ENT_211040	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469763	4422959	310	"3871"	"3871"	ENT_211041	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
469807	4423507	433	"3872"	"3872"	ENT_211042	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468573	4422358	332	"3873"	"3873"	ENT_211043	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
467782	4422983	330	"3874"	"3874"	ENT_211044	211.UltimaPatagonia	"1"	"1"	"0"	"0"	Perte des Lobos
468699	4422722	355	"3875"	"3875"	ENT_211045	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468496	4422512	331	"3876"	"3876"	ENT_211046	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468516	4422547	0	"3877"	"3877"	ENT_211047	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
468366	4422459	0	"3878"	"3878"	ENT_211048	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
467782	4422983	330	"3879"	"3879"	ENT_211049	211.UltimaPatagonia	"1"	"1"	"0"	"0"	
